lat,lng,State,country,city_ascii
39.7771,-86.1458,,United States,Indianapolis
39.7781,-74.7272,,United States,Shamong
39.7797,-88.8835,,United States,Mount Zion
39.7797,-84.1998,,United States,Dayton
39.78,64.43,,Uzbekistan,Bukhara
39.7836,-84.1219,,United States,Riverside
39.7837,-75.6815,,United States,Hockessin
39.7844,-85.9459,,United States,Cumberland
39.7859,-75.9801,,United States,Oxford
39.786,-76.9685,,United States,Parkville
39.7879,-74.9857,,United States,Pine Hill
39.7903,-75.2396,,United States,East Greenwich
39.7915,-74.9375,,United States,Berlin
39.7923,-75.355,,United States,Logan
39.7924,-75.0363,,United States,Gloucester
39.7927,-84.3165,,United States,Trotwood
39.7931,-105.1712,,United States,Fairmount
39.7937,-86.2479,,United States,Speedway
39.7937,-85.7738,,United States,Greenfield
39.795,30.53,,Turkey,Eskisehir
39.795,47.1117,,Azerbaijan,Xocavand
39.7953,-93.5498,,United States,Chillicothe
39.801,-84.0094,,United States,Fairborn
39.8032,-75.4606,,United States,Claymont
39.8045,-105.0281,,United States,Berkley
39.811,-7.488,,Portugal,Castelo Branco
39.8117,-76.9835,,United States,Hanover
39.8156,46.752,,Azerbaijan,Xankandi
39.8157,-75.1181,,United States,Deptford
39.8172,-74.9898,,United States,Lindenwold
39.818,34.815,,Turkey,Yozgat
39.8192,-74.6551,,United States,Tabernacle
39.82,98.3,,China,Jiayuguan
39.8228,-121.6078,,United States,Magalia
39.8229,-105.0036,,United States,Twin Lakes
39.829,-75.0156,,United States,Stratford
39.83,97.73,,China,Yingmen
39.8304,-77.2339,,United States,Gettysburg
39.8318,-84.8904,,United States,Richmond
39.8321,-105.1511,,United States,Arvada
39.8329,-86.3824,,United States,Brownsburg
39.8357,-75.4453,,United States,Boothwyn
39.8379,-75.1524,,United States,Woodbury
39.839,-105.0014,,United States,Sherrelwood
39.8393,-84.4176,,United States,Brookville
39.84,-75.2397,,United States,Paulsboro
39.8401,-104.9171,,United States,Derby
39.8403,-104.9655,,United States,Welby
39.8431,-75.1851,,United States,West Deptford
39.8432,-82.8121,,United States,Canal Winchester
39.8438,-75.7113,,United States,Kennett Square
39.845,-74.955,,United States,Voorhees
39.8454,-75.0218,,United States,Somerdale
39.8456,-75.3719,,United States,Chester
39.8482,-74.9957,,United States,Echelon
39.8504,33.53,,Turkey,Kirikkale
39.8521,-75.0739,,United States,Runnemede
39.8556,-88.9337,,United States,Decatur
39.8564,-74.2624,,United States,Lacey
39.8566,-105.039,,United States,Shaw Heights
39.8585,-82.8978,,United States,Groveport
39.8595,-84.113,,United States,Huber Heights
39.8605,-74.8947,,United States,Evesham
39.8638,-75.4256,,United States,Village Green-Green Ridge
39.8639,-74.8231,,United States,Medford
39.8643,-104.8433,,United States,Commerce City
39.8643,-84.3071,,United States,Englewood
39.8651,-105.0154,,United States,Federal Heights
39.8659,-83.0692,,United States,Grove City
39.8665,-75.0941,,United States,Bellmawr
39.867,-4.0167,,Spain,Toledo
39.8674,-85.9904,,United States,Lawrence
39.8689,-84.3292,,United States,Clayton
39.8689,-75.0514,,United States,Barrington
39.8715,-75.3918,,United States,Brookhaven
39.8724,48.0649,,Azerbaijan,Imisli
39.8769,-74.9723,,United States,Springdale
39.877,20,,Albania,Sarande
39.8774,-75.3445,,United States,Woodlyn
39.8782,-75.0085,,United States,Ashland
39.8785,-75.3251,,United States,Ridley Park
39.8791,-84.193,,United States,Vandalia
39.8791,-75.0645,,United States,Haddon Heights
39.8837,-105.0624,,United States,Westminster
39.8858,-75.3074,,United States,Prospect Park
39.8864,-75.2964,,United States,Norwood
39.889,-82.7678,,United States,Pickerington
39.8891,-75.277,,United States,Folcroft
39.8906,-75.0722,,United States,Audubon
39.8924,-75.3286,,United States,Folsom
39.8924,-75.1172,,United States,Gloucester City
39.8936,-83.4375,,United States,London
39.8955,-75.0346,,United States,Haddonfield
39.8957,-76.1617,,United States,Quarryville
39.8967,-85.9208,,United States,McCordsville
39.8983,-80.1855,,United States,Waynesburg
39.8986,-76.6078,,United States,Red Lion
39.8989,-74.9614,,United States,Greentree
39.8994,-79.7244,,United States,Uniontown
39.8996,-75.292,,United States,Glenolden
39.9007,66.2608,,Uzbekistan,Kattaqo`rg`on
39.9016,-74.9297,,United States,Marlton
39.9022,-75.3488,,United States,Swarthmore
39.9034,-74.9947,,United States,Cherry Hill
39.9049,-82.8655,,United States,Blacklick Estates
39.9063,-75.0625,,United States,Haddon
39.9075,-75.2678,,United States,Sharon Hill
39.909,-84.2897,,United States,Union
39.9107,-104.9783,,United States,Northglenn
39.913,46.7903,,Azerbaijan,Xocali
39.9137,-74.7171,,United States,Southampton
39.9149,-74.1912,,United States,Berkeley
39.9151,-75.2776,,United States,Collingdale
39.9161,-75.0759,,United States,Collingswood
39.9188,-74.9898,,United States,Kingston Estates
39.919,-85.3697,,United States,New Castle
39.9198,-75.3888,,United States,Media
39.9204,41.29,,Turkey,Erzurum
39.9205,-104.9443,,United States,Thornton
39.921,-75.2611,,United States,Darby
39.9219,69.0015,,Tajikistan,Istaravshan
39.9221,-80.7422,,United States,Moundsville
39.9237,44.045,,Turkey,Igdir
39.9272,32.8644,,Turkey,Ankara
39.9282,-122.182,,United States,Corning
39.9287,-74.2023,,United States,Beachwood
39.9289,116.3883,,China,Beijing
39.9297,-83.7957,,United States,Springfield
39.9301,-75.2958,,United States,Clifton Heights
39.9304,119.62,,China,Qinhuangdao
39.9315,-77.6556,,United States,Chambersburg
39.9321,48.3689,,Azerbaijan,Saatli
39.9322,-74.9527,,United States,Ramblewood
39.9323,48.9203,,Azerbaijan,Sirvan
39.9324,-75.2527,,United States,Yeadon
39.9335,-91.3798,,United States,Quincy
39.9341,-105.1588,,United States,Superior
39.9362,-75.1073,,United States,Camden
39.9384,-75.0117,,United States,Cherry Hill Mall
39.939,-94.8279,,United States,Savannah
39.9408,-75.276,,United States,Lansdowne
39.9446,-84.0257,,United States,New Carlisle
39.9484,-74.9047,,United States,Mount Laurel
39.9495,-75.3039,,United States,Drexel Hill
39.952,-74.995,,United States,Maple Shade
39.9532,-83.1314,,United States,Lincoln Village
39.9539,44.5506,,Armenia,Artashat
39.9541,-105.0527,,United States,Broomfield
39.9567,-82.0133,,United States,Zanesville
39.9568,-74.3524,,United States,Crestwood Village
39.9569,-74.8035,,United States,Lumberton
39.9587,-82.7943,,United States,Reynoldsburg
39.9589,-85.9665,,United States,Fishers
39.9601,-75.6058,,United States,West Chester
39.9639,-74.2787,,United States,Holiday City-Berkeley
39.9643,-84.1858,,United States,Tipp City
39.9649,-75.0563,,United States,Pennsauken
39.965,-82.9343,,United States,Bexley
39.9651,-76.7315,,United States,York
39.9651,-74.3738,,United States,Manchester
39.9658,-86.1461,,United States,Carmel
39.9659,-74.9643,,United States,Moorestown-Lenola
39.9682,-82.8833,,United States,Whitehall
39.9687,-76.6759,,United States,East York
39.9694,-75.3529,,United States,Broomall
39.9704,-0.05,,Spain,Castellon de la Plana
39.9706,-86.3609,,United States,Whitestown
39.9709,-105.1441,,United States,Louisville
39.9712,-111.7937,,United States,Santaquin
39.9716,-104.7964,,United States,Brighton
39.9734,-76.792,,United States,Shiloh
39.9737,-74.569,,United States,Browns Mills
39.9767,-74.8369,,United States,Hainesport
39.9784,-74.9413,,United States,Moorestown
39.9793,-83.0409,,United States,Grandview Heights
39.9809,-76.2705,,United States,Willow Street
39.9843,-76.8315,,United States,Weigelstown
39.9849,-75.8199,,United States,Coatesville
39.986,-82.9851,,United States,Columbus
39.9867,-75.2715,,United States,Penn Wynne
39.9895,-74.1652,,United States,Toms River
39.991,46.9274,,Azerbaijan,Agdam
39.9949,-105.0997,,United States,Lafayette
39.995,-74.7863,,United States,Mount Holly
39.9971,-83.777,,United States,Northridge
39.999,-86.2921,,United States,Zionsville
39.9994,-90.4178,,United States,Beardstown
40.0008,-74.993,,United States,Cinnaminson
40.001,-74.7553,,United States,Eastampton
40.0017,-74.2595,,United States,Pine Lake Park
40.0025,-75.036,,United States,Palmyra
40.0032,-75.2947,,United States,Ardmore
40.0033,-76.8484,,United States,Dover
40.0047,-76.3522,,United States,Millersville
40.005,-79.0778,,United States,Somerset
40.0059,-74.6089,,United States,Fort Dix
40.0076,-75.7019,,United States,Downingtown
40.0077,-75.1339,,United States,Philadelphia
40.0087,48.477,,Azerbaijan,Sabirabad
40.011,-82.7155,,United States,Pataskala
40.0119,-104.7271,,United States,Lochbuie
40.0158,-79.5899,,United States,Connellsville
40.0159,-74.574,,United States,New Hanover
40.0168,-74.8213,,United States,Westampton
40.017,-74.9495,,United States,Delran
40.0221,-81.5868,,United States,Cambridge
40.023,52.9697,,Turkmenistan,Turkmenbasy
40.0241,-82.4412,,United States,Heath
40.0249,-105.2523,,United States,Boulder
40.0251,-82.8637,,United States,Gahanna
40.0272,-83.0704,,United States,Upper Arlington
40.028,-74.8882,,United States,Willingboro
40.0285,-74.5883,,United States,McGuire AFB
40.0318,-86.455,,United States,Lebanon
40.0333,-86.1532,,United States,Westfield
40.0342,-88.5729,,United States,Monticello
40.0347,-76.4943,,United States,Columbia
40.0353,-111.7404,,United States,Payson
40.0353,-83.1578,,United States,Hilliard
40.0356,-86.0066,,United States,Noblesville
40.0358,-74.9564,,United States,Riverside
40.0387,48.9429,,Azerbaijan,Haciqabul
40.0404,-105.0397,,United States,Erie
40.042,-76.3012,,United States,Lancaster
40.042,-75.4912,,United States,Paoli
40.0428,-86.8975,,United States,Crawfordsville
40.0435,-84.2189,,United States,Troy
40.0468,-74.4852,,United States,Plumsted
40.0485,-77.5227,,United States,Shippensburg
40.0501,47.4594,,Azerbaijan,Agcabadi
40.0524,-75.644,,United States,Lionville
40.054,-111.6721,,United States,Salem
40.054,-74.9117,,United States,Edgewater Park
40.06,-74.1098,,United States,Brick
40.0602,-88.2553,,United States,Savoy
40.062,-104.9484,,United States,Dacono
40.0634,-105.1714,,United States,Gunbarrel
40.0648,-82.5025,,United States,Granville
40.0692,-79.9152,,United States,California
40.0705,-82.4251,,United States,Newark
40.0751,-80.6951,,United States,Wheeling
40.0763,-74.2031,,United States,Lakewood
40.0772,-75.3035,,United States,Conshohocken
40.0772,-74.0702,,United States,Point Pleasant
40.0783,-74.8524,,United States,Burlington
40.079,20.149,,Albania,Gjirokaster
40.0792,-80.8997,,United States,St. Clairsville
40.0798,-74.5869,,United States,North Hanover
40.08,113.3,,China,Xiping
40.0808,-82.7896,,United States,New Albany
40.0819,-93.603,,United States,Trenton
40.0841,-104.8021,,United States,Fort Lupton
40.0854,-74.7149,,United States,Mansfield
40.0856,-75.1941,,United States,Wyndmoor
40.0874,-85.692,,United States,Anderson
40.0911,-74.8975,,United States,Croydon
40.0915,-76.1891,,United States,Leola
40.0949,-83.021,,United States,Worthington
40.0962,-75.3821,,United States,King of Prussia
40.0978,-74.7886,,United States,Florence
40.098,-74.3579,,United States,Jackson
40.1,65.3667,,Uzbekistan,Navoiy
40.1004,67.83,,Uzbekistan,Jizzax
40.1008,-76.09,,United States,New Holland
40.1014,-80.7253,,United States,Martins Ferry
40.1028,-74.853,,United States,Bristol
40.1032,-75.1517,,United States,Glenside
40.1043,-84.6209,,United States,Greenville
40.1089,-83.7541,,United States,Urbana
40.1095,-104.967,,United States,Frederick
40.1098,46.0445,,Azerbaijan,Kalbacar
40.1099,-75.2798,,United States,Plymouth Meeting
40.1102,-111.6405,,United States,Spanish Fork
40.1104,65.355,,Uzbekistan,Navoiy
40.1105,-76.5065,,United States,Mount Joy
40.1106,-88.1972,,United States,Urbana
40.1112,-83.1453,,United States,Dublin
40.1141,-88.0355,,United States,St. Joseph
40.1144,-88.2735,,United States,Champaign
40.1144,-74.1492,,United States,Ramtown
40.1148,-75.1801,,United States,Oreland
40.1165,-74.6459,,United States,Chesterfield
40.1183,-74.0446,,United States,Manasquan
40.1187,-111.574,,United States,Mapleton
40.1224,-75.3398,,United States,Norristown
40.1241,-82.9209,,United States,Westerville
40.1304,-75.428,,United States,Audubon
40.1358,-75.5201,,United States,Phoenixville
40.1407,-75.1925,,United States,Fort Washington
40.1423,-87.6114,,United States,Danville
40.1427,94.662,,China,Dunhuang
40.1436,124.3936,,China,Dandong
40.1459,26.4064,,Turkey,Canakkale
40.1468,-88.9633,,United States,Clinton
40.1474,-75.2687,,United States,Blue Bell
40.1489,-75.3995,,United States,Trooper
40.1495,-75.1178,,United States,Willow Grove
40.15,29.983,,Turkey,Bilecik
40.1504,-84.2438,,United States,Piqua
40.1509,-89.3721,,United States,Lincoln
40.1519,-79.8828,,United States,Monessen
40.1534,-76.5991,,United States,Elizabethtown
40.1537,-74.853,,United States,Levittown
40.154,-76.3044,,United States,Lititz
40.1545,44.0382,,Armenia,Armavir
40.1552,-74.5283,,United States,Upper Freehold
40.1563,-104.9495,,United States,Firestone
40.1565,-75.2215,,United States,Ambler
40.1604,-75.409,,United States,Eagleville
40.1638,-111.6206,,United States,Springville
40.1674,-74.0974,,United States,Wall
40.1678,-83.0817,,United States,Powell
40.169,-105.0996,,United States,Longmont
40.1735,-122.2413,,United States,Red Bluff
40.1739,-80.2465,,United States,Washington
40.1775,-75.1054,,United States,Hatboro
40.1778,-75.1793,,United States,Maple Glen
40.1784,-74.8524,,United States,Fairless Hills
40.1798,-74.0255,,United States,Belmar
40.1811,-76.1812,,United States,Ephrata
40.1812,44.5136,,Armenia,Yerevan
40.1819,-74.1977,,United States,Howell
40.1825,-75.1387,,United States,Horsham
40.183,-85.5123,,United States,Yorktown
40.1849,-74.6603,,United States,Yardville
40.1873,-75.4581,,United States,Collegeville
40.1885,-88.3903,,United States,Mahomet
40.192,-74.7022,,United States,White Horse
40.1986,-92.5753,,United States,Kirksville
40.1989,-85.395,,United States,Muncie
40.1995,-84.8206,,United States,Union City
40.1999,-77.2043,,United States,Carlisle
40.2,29.07,,Turkey,Bursa
40.2004,-8.4167,,Portugal,Coimbra
40.201,-76.7289,,United States,Middletown
40.2046,-100.6213,,United States,McCook
40.2046,-74.6765,,United States,Hamilton
40.2074,-74.78,,United States,Morrisville
40.2105,-74.0538,,United States,Neptune
40.2115,-77.006,,United States,Mechanicsburg
40.2184,47.7121,,Azerbaijan,Zardab
40.222,-74.591,,United States,Robbinsville
40.2226,-74.0117,,United States,Asbury Park
40.2236,-74.7641,,United States,Trenton
40.2248,-74.6525,,United States,Hamilton Square
40.2248,116.1944,,China,Changping
40.2258,-76.8255,,United States,Steelton
40.2261,-76.9017,,United States,Lower Allen
40.2262,-75.0006,,United States,Richboro
40.2276,-83.3594,,United States,Marysville
40.2298,-76.8763,,United States,New Cumberland
40.2324,-74.2943,,United States,West Freehold
40.234,20.352,,Albania,Permet
40.236,-74.6916,,United States,Mercerville
40.2417,-75.2812,,United States,Lansdale
40.2422,-76.9274,,United States,Camp Hill
40.2432,-77.1784,,United States,Schlusser
40.244,-75.3407,,United States,Kulpsville
40.2457,-111.6457,,United States,Provo
40.2485,-82.8803,,United States,Sunbury
40.2498,-75.5886,,United States,Sanatoga
40.2502,-75.2405,,United States,Montgomeryville
40.2507,-75.6444,,United States,Pottstown
40.252,-74.0392,,United States,Ocean
40.2539,-103.7919,,United States,Fort Morgan
40.2563,40.2229,,Turkey,Bayburt
40.2581,-103.6321,,United States,Brush
40.2583,-85.676,,United States,Alexandria
40.2596,-74.2755,,United States,Freehold
40.2606,-74.5295,,United States,East Windsor
40.2618,-81.848,,United States,Coshocton
40.262,-75.8099,,United States,Birdsboro
40.263,-74.4917,,United States,Twin Rivers
40.2643,-80.1868,,United States,Canonsburg
40.265,-74.8005,,United States,Ewing
40.2686,-74.5253,,United States,Hightstown
40.2696,-76.7678,,United States,Rutherford
40.2708,-74.0948,,United States,Tinton Falls
40.2723,22.5025,,Greece,Katerini
40.2738,-96.7455,,United States,Beatrice
40.2743,-85.8371,,United States,Elwood
40.2752,-76.8843,,United States,Harrisburg
40.2791,-75.3872,,United States,Harleysville
40.2799,-86.518,,United States,Frankfort
40.28,-74.3436,,United States,Manalapan
40.2806,-76.6458,,United States,Hershey
40.2818,-86.0424,,United States,Tipton
40.2833,-7.5,,Portugal,Covilha
40.2833,20.0333,,Albania,Tepelene
40.2866,-83.0747,,United States,Delaware
40.2876,-87.2449,,United States,Attica
40.2883,-74.0185,,United States,West Long Branch
40.2891,-84.1667,,United States,Sidney
40.2897,-74.6267,,United States,West Windsor
40.29,69.6199,,Tajikistan,Khujand
40.2905,-76.8382,,United States,Progress
40.2908,-76.9348,,United States,Enola
40.2913,-74.0558,,United States,Eatontown
40.2922,70.4272,,Tajikistan,Konibodom
40.2925,-110.0094,,United States,Roosevelt
40.2927,-79.9329,,United States,Jefferson Hills
40.2928,-74.168,,United States,Colts Neck
40.2954,-74.7205,,United States,Lawrence
40.2965,-73.9915,,United States,Long Branch
40.2976,-79.8854,,United States,Clairton
40.2983,-111.6992,,United States,Orem
40.2989,-79.9944,,United States,South Park Township
40.2997,-76.8068,,United States,Colonial Park
40.3007,21.789,,Greece,Kozani
40.3017,44.3592,,Armenia,Ashtarak
40.3029,-75.967,,United States,Shillington
40.3031,-88.1549,,United States,Rantoul
40.3058,-111.7544,,United States,Vineyard
40.306,36.563,,Turkey,Tokat
40.3061,-105.0404,,United States,Berthoud
40.3064,-74.3385,,United States,Yorketown
40.31,-76.5945,,United States,Palmyra
40.311,-75.3223,,United States,Souderton
40.3113,-104.8562,,United States,Milliken
40.3113,-79.5444,,United States,Greensburg
40.3125,-79.3826,,United States,Latrobe
40.3137,-112.0114,,United States,Eagle Mountain
40.3139,-75.128,,United States,Doylestown
40.316,-74.0205,,United States,Oceanport
40.3166,-76.7884,,United States,Paxtonia
40.3191,-74.4286,,United States,Monroe
40.3219,-75.609,,United States,Gilbertsville
40.3239,-80.0364,,United States,Bethel Park
40.3258,-78.9194,,United States,Johnstown
40.3277,-79.6139,,United States,Jeannette
40.3298,-79.9596,,United States,Pleasant Hills
40.3317,-75.9703,,United States,Wyomissing
40.3333,-74.5628,,United States,Princeton Meadows
40.3333,20.6833,,Albania,Erseke
40.3336,-80.0842,,United States,Upper St. Clair
40.3348,-78.3959,,United States,Roaring Spring
40.3357,-74.0346,,United States,Little Silver
40.3377,-74.5879,,United States,Plainsboro
40.3391,-74.1283,,United States,Lincroft
40.3395,-74.2939,,United States,Robertsville
40.34,-75.9267,,United States,Reading
40.3412,-76.4228,,United States,Lebanon
40.3414,-111.7188,,United States,Lindon
40.3415,-79.8007,,United States,White Oak
40.3419,-79.8439,,United States,McKeesport
40.342,46.9316,,Azerbaijan,Tartar
40.3426,48.1565,,Azerbaijan,Kurdamir
40.3427,-74.2567,,United States,Marlboro
40.3428,-94.8708,,United States,Maryville
40.3445,-76.795,,United States,Linglestown
40.3448,-111.9153,,United States,Saratoga Springs
40.3481,-74.0672,,United States,Red Bank
40.3494,-74.44,,United States,Jamesburg
40.3499,-104.9481,,United States,Johnstown
40.3563,-74.6693,,United States,Princeton
40.3578,-80.1061,,United States,Bridgeville
40.3581,-79.9072,,United States,West Mifflin
40.3589,45.1267,,Armenia,Gavarr
40.3602,-79.9898,,United States,Whitehall
40.3619,-74.0392,,United States,Fair Haven
40.3626,-74.0046,,United States,Rumson
40.3627,-83.763,,United States,Bellefontaine
40.3653,-80.652,,United States,Steubenville
40.366,-104.7389,,United States,Evans
40.3665,-80.0194,,United States,Castle Shannon
40.3691,-79.9668,,United States,Baldwin
40.3703,-105.5222,,United States,Estes Park
40.3714,-111.7411,,United States,Pleasant Grove
40.3719,-75.292,,United States,Perkasie
40.3732,-79.8502,,United States,Duquesne
40.3734,-79.9757,,United States,Brentwood
40.3756,-74.2444,,United States,Morganville
40.3758,47.1262,,Azerbaijan,Barda
40.3768,-74.1725,,United States,Holmdel
40.3793,-111.7951,,United States,American Fork
40.381,23.453,,Greece,Polygyros
40.3815,-74.5137,,United States,Dayton
40.384,-74.5256,,United States,South Brunswick
40.3854,-82.4732,,United States,Mount Vernon
40.3868,-78.6746,,United States,Portage
40.3897,-74.0813,,United States,Middletown
40.39,71.78,,Uzbekistan,Farg`ona
40.3908,-74.5756,,United States,Heathcote
40.3937,-79.9004,,United States,Munhall
40.3941,-80.0377,,United States,Dormont
40.3949,-74.3919,,United States,Spotswood
40.3953,49.8622,,Azerbaijan,Baku
40.399,-86.8593,,United States,Lafayette
40.4,-3.6834,,Spain,Madrid
40.4004,-74.3126,,United States,Old Bridge
40.4005,-81.3516,,United States,Uhrichsville
40.4018,-74.2194,,United States,Strathmore
40.406,-80.5671,,United States,Weirton
40.408,-80.0861,,United States,Carnegie
40.4085,-79.8214,,United States,Turtle Creek
40.4095,-91.403,,United States,Keokuk
40.4127,-74.2365,,United States,Matawan
40.4135,-111.753,,United States,Cedar Hills
40.4137,-111.8726,,United States,Lehi
40.4138,-74.5626,,United States,Kendall Park
40.4151,-104.7705,,United States,Greeley
40.4165,-74.2249,,United States,Aberdeen
40.4167,-105.0622,,United States,Loveland
40.4205,-120.6129,,United States,Susanville
40.4207,-79.8859,,United States,Swissvale
40.4252,-79.8545,,United States,Forest Hills
40.426,-74.6791,,United States,Montgomery
40.4262,-79.7605,,United States,Monroeville
40.4265,-74.1711,,United States,Hazlet
40.4275,-111.7955,,United States,Highland
40.4281,-74.4179,,United States,East Brunswick
40.4311,-78.393,,United States,Hollidaysburg
40.4325,-79.2599,,United States,Blairsville
40.4327,-74.2011,,United States,Keyport
40.4333,-80.0712,,United States,Crafton
40.4355,-84.3775,,United States,New Bremen
40.4377,-84.9835,,United States,Portland
40.4389,-82.3481,,United States,Apple Valley
40.4394,-99.3774,,United States,Holdrege
40.4396,-79.9763,,United States,Pittsburgh
40.4398,-75.3456,,United States,Quakertown
40.4433,-86.9238,,United States,West Lafayette
40.4439,-74.5432,,United States,Franklin Park
40.4442,-79.8733,,United States,Wilkinsburg
40.4446,-75.8799,,United States,Blandon
40.4454,-74.1699,,United States,Union Beach
40.4455,-74.3783,,United States,South River
40.4456,-79.6555,,United States,Murrysville
40.4461,-74.2959,,United States,Madison Park
40.4469,-74.1316,,United States,Keansburg
40.4481,49.755,,Azerbaijan,Xirdalan
40.4489,-74.2495,,United States,Laurence Harbor
40.4504,-74.435,,United States,Milltown
40.4505,-74.4798,,United States,North Brunswick
40.451,-122.2962,,United States,Anderson
40.4517,-109.5379,,United States,Vernal
40.4537,-85.3736,,United States,Hartford City
40.4547,113.1443,,China,Beichengqu
40.4626,-78.5866,,United States,Cresson
40.4629,-111.7724,,United States,Alpine
40.464,-86.1277,,United States,Kokomo
40.464,39.484,,Turkey,Gumushane
40.4656,-74.3237,,United States,Sayreville
40.4679,-104.9211,,United States,Windsor
40.4681,-83.8939,,United States,Russells Point
40.4688,-80.063,,United States,McKees Rocks
40.4721,-90.6818,,United States,Macomb
40.4743,-111.9383,,United States,Bluffdale
40.4757,-88.9703,,United States,Bloomington
40.4774,-106.8233,,United States,Steamboat Springs
40.4774,19.4982,,Albania,Vlore
40.4852,-74.2831,,United States,South Amboy
40.486,-81.4402,,United States,New Philadelphia
40.487,-74.445,,United States,New Brunswick
40.4897,-85.5984,,United States,Gas City
40.4898,-112.0169,,United States,Herriman
40.4933,-74.4711,,United States,East Franklin
40.4941,44.7602,,Armenia,Hrazdan
40.4945,-80.055,,United States,Bellevue
40.4956,-111.8607,,United States,Draper
40.4957,68.7907,,Uzbekistan,Guliston
40.4985,-74.674,,United States,Hillsborough
40.5,-78.0098,,United States,Huntingdon
40.5004,95.8,,China,Yuanquan
40.5006,-74.4283,,United States,Highland Park
40.5024,-79.7496,,United States,Plum
40.5068,-111.3984,,United States,Heber
40.5082,-78.4007,,United States,Altoona
40.5082,46.8203,,Azerbaijan,Naftalan
40.5083,-74.501,,United States,Somerset
40.5121,47.6519,,Azerbaijan,Ucar
40.5148,-80.1627,,United States,Coraopolis
40.5167,20.2333,,Albania,Corovode
40.517,-107.5558,,United States,Craig
40.5176,-111.9635,,United States,Riverton
40.5182,-80.0333,,United States,West View
40.5183,-111.4745,,United States,Midway
40.5187,-80.2178,,United States,Carnot-Moon
40.52,-79.8365,,United States,Oakmont
40.52,34.95,,Turkey,Corum
40.5203,-74.2724,,United States,Perth Amboy
40.5212,-75.7772,,United States,Kutztown
40.522,-88.9877,,United States,Normal
40.5239,46.0819,,Azerbaijan,Daskasan
40.5247,-79.8898,,United States,Fox Chapel
40.5257,-104.713,,United States,Eaton
40.5302,-81.4805,,United States,Dover
40.5336,48.9282,,Azerbaijan,Qobustan
40.5352,-75.4978,,United States,Emmaus
40.536,-75.5852,,United States,Ancient Oaks
40.536,-74.3697,,United States,Edison
40.5391,-79.9735,,United States,Glenshaw
40.5393,-112.3082,,United States,Tooele
40.5393,-75.6342,,United States,Breinigsville
40.5404,70.94,,Uzbekistan,Qo`qon
40.541,-7.262,,Portugal,Guarda
40.5415,-74.3124,,United States,Fords
40.5421,-74.5892,,United States,Manville
40.5424,-74.3628,,United States,Metuchen
40.5467,-74.4636,,United States,Piscataway
40.5475,-105.0651,,United States,Fort Collins
40.5475,-84.3931,,United States,St. Marys
40.5496,-85.66,,United States,Marion
40.5551,-84.5628,,United States,Celina
40.5571,-111.9783,,United States,South Jordan
40.5611,-74.2943,,United States,Woodbridge
40.5617,-75.5489,,United States,Wescosville
40.5626,-74.5743,,United States,Finderne
40.5629,-74.714,,United States,Branchburg
40.5632,-90.0409,,United States,Canton
40.5656,45.8161,,Azerbaijan,Gadabay
40.5664,-84.1915,,United States,Wapakoneta
40.5666,-111.8636,,United States,White City
40.5676,-74.5383,,United States,Bound Brook
40.5677,-89.6263,,United States,Pekin
40.5692,48.3965,,Azerbaijan,Agsu
40.5697,-74.6092,,United States,Somerville
40.5698,-122.365,,United States,Redding
40.5702,-74.317,,United States,Iselin
40.5706,-111.851,,United States,Sandy
40.5711,-79.7521,,United States,New Kensington
40.5711,-74.6678,,United States,Bradley Gardens
40.573,-79.9603,,United States,Allison Park
40.5732,-74.6431,,United States,Raritan
40.5744,-74.5011,,United States,Middlesex
40.5748,-74.4153,,United States,South Plainfield
40.58,49.63,,Azerbaijan,Sumqayit
40.5811,-75.3378,,United States,Hellertown
40.5818,-79.7141,,United States,Lower Burrell
40.5821,-74.7796,,United States,Readington
40.5834,-74.1496,,United States,Staten Island
40.5839,-74.272,,United States,Avenel
40.5848,-74.2284,,United States,Carteret
40.5858,46.3189,,Azerbaijan,Goygol
40.586,-124.1424,,United States,Fortuna
40.5887,-73.666,,United States,Long Beach
40.5903,-80.0999,,United States,Franklin Park
40.5903,-74.4656,,United States,Dunellen
40.5922,-80.2264,,United States,Ambridge
40.5929,-74.3151,,United States,Colonia
40.5933,-83.1236,,United States,Marion
40.5934,-74.6076,,United States,Bridgewater
40.5944,115.0243,,China,Zhangjiakou Shi Xuanhua Qu
40.5961,-75.4755,,United States,Allentown
40.5963,-98.3914,,United States,Hastings
40.5964,-77.573,,United States,Lewistown
40.5966,-75.1221,,United States,Holland
40.6024,-112.0008,,United States,West Jordan
40.603,-74.5751,,United States,Martinsville
40.6038,-74.4825,,United States,Green Brook
40.6042,-73.7149,,United States,Lawrence
40.6048,-74.615,,United States,Green Knoll
40.607,33.621,,Turkey,Cankiri
40.6077,-74.2807,,United States,Rahway
40.6085,43.0975,,Turkey,Kars
40.6103,46.7897,,Azerbaijan,Goranboy
40.6137,-111.8144,,United States,Cottonwood Heights
40.6137,-89.4668,,United States,Morton
40.6148,-112.4777,,United States,Grantsville
40.6148,-111.8928,,United States,Midvale
40.6154,-74.4157,,United States,Plainfield
40.6155,-80.2547,,United States,Aliquippa
40.6167,20.7667,,Albania,Korce
40.6172,47.15,,Azerbaijan,Yevlax
40.6203,-74.3135,,United States,Clark
40.6207,-103.1919,,United States,Sterling
40.6207,-91.3509,,United States,Fort Madison
40.6209,-74.4386,,United States,North Plainfield
